"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"15169","OPTCUR","JPYINR","OPTION","26-Jun-2025",48.2500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0725,"JPYINR"
"15219","OPTCUR","JPYINR","OPTION","26-Jun-2025",53.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.035,0.115,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0375,"JPYINR"
"15249","OPTCUR","JPYINR","OPTION","26-Jun-2025",57.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.4075,0.8625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.38,"JPYINR"
"15233","OPTCUR","JPYINR","OPTION","26-Jun-2025",55.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.125,0.33,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1225,"JPYINR"
"15299","OPTCUR","USDINR","OPTION","26-Jun-2025",80.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"15331","OPTCUR","USDINR","OPTION","26-Jun-2025",84.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0125,0.0475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.015,"USDINR"
"1865","OPTCUR","EURINR","OPTION","26-Jun-2025",86.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",7.735,9.455,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",10.1275,"EURINR"
"1981","OPTCUR","EURINR","OPTION","26-Jun-2025",90.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.09,0.255,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.08,"EURINR"
"2005","OPTCUR","EURINR","OPTION","26-Jun-2025",91.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.1275,0.3325,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1075,"EURINR"
"2105","OPTCUR","EURINR","OPTION","26-Jun-2025",94.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.8525,1.5875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7125,"EURINR"
